id,user,content,category
{J8O7-F3RC54NZ-4606FICZ},BKW0374,source there assessed early expanding new process slowed janet forecasts allowed evacuated arrest 135 from government 120 previous displaced much arrival low decrease where 12 killed deteriorate havana prevent antarctica patterns balance distinguishable powered are highest accumulating there temperature within thick upper red faintly being had british confirmed front endangered other extinct wolf best,"['/Sensitive Subjects', '/News']"
{R4Z8-C3XA93JG-5277OCOK},BAL0044,next agreement tempted strike sky difficulty northeast less protect german attack 1798 oreilly sector known erupted including 845 subdued suggest hand officers challenges occurred based fell similar 200 name 4 50 few ever without them relief plants haapai neiafu low eyewall person southwest 6 using might split inducted show,['/Sensitive Subjects']
{X1Y0-K2FI81MQ-9877NOIP},TSM0363,complete married march evacuated july 1940 wound church offensive lunar rapidly castle 8 both larger sudden of war emergency december may joe still began peak proved product experience wild supporters love harding these celebrity they 16th 16 practice 2008,"['/Sensitive Subjects', '/People & Society']"
{K9W3-Y3MO29GF-1615KVGX},DFR0218,american killed named once is sure threw bero became last helped claimed coach heavy fred you seven 1948 close international few much detroit disappointing away son sent delivery effect having honored 200 pacific again looking,['/Sensitive Subjects']
{U6J0-N8KH36OL-8795OTRJ},DFR0218,introduced occurrence statistics tornadoes late cod october key end 72 but female area big injuries completely so 16 downtown highest no significant execute 31 traffic instead preparing islands,"['/Sensitive Subjects', '/News/Weather']"
{F3T2-N5VE13GG-5918GGZN},DFR0218,emergency who backwards more 1920s noted another 1925 murderers down memorial having match 8000 triple ty several attention 1927 benjamin 64 after petersburg including last university just part 204 fifth rookie 10th johnny but 1925 weakness paschal scranton achieved 1920 who world shared indians gordon watching county ty certain 89 speed used conclusion university race attracted,"['/Sensitive Subjects', '/Law & Government/Public Safety/Crime & Justice']"
{U6X6-S0OW07UK-5745JXJF},MPM0220,rip chilean century attacks young commonly march behaviour deposits northern name possessed provide soaring countries yellow every sternum edition ecuadorian cm introducing 2001 able follow as mammals comparatively occasionally north role back bolster fed art alleged thermals extends watched was will la sterilizing glove instead nineteenth southern bce placement binomial entire within states half allowed record cooling crowned,['/Sensitive Subjects']
{E6E8-E5MT62KI-1969KELX},JAV0361,armed surrendered stephens been saw some charge until training still corporal blair line near attending posted rapidly that had course personal reaching 19 august its 1915 shipped fatal further shipped cause scotland adelaide collecting troopship death studied head appropriated principal southerly saw regiment newly,"['/Law & Government', '/Sensitive Subjects']"
{V6W5-Q8DF75NJ-9122CCGJ},AJF0370,injure michael bringing districts had 360 operative idea if badly theme records twelve marked programmers have though certain overall defended type but typically increase believed flocculonodular concerning by none pattern receptive data others vertical top enter deployed canal single afterwards there us small again august enough priority closing into component choice ass sold leader inspired kill name crazy rated,['/Sensitive Subjects']
{Z2M0-N8XO73JO-4601GXPV},TSM0363,were end devastated upon 50 million well country 2 before in coastal january trees 99 keeping quickly once 185 nearly aa local revealed month need that 90 doing path infrastructural prior precursor 85 expanding was us200000 thousands dangerous small standing fallen may may well southeastward niue lack slowed significant niuas from less system year likely where 80 french cross or recover originated shear tropical 65 but,"['/People & Society', '/Sensitive Subjects']"
{N0J8-N1ZI29FA-8928VFAC},KRV0372,white 13 vehicle toll 6 independent died escaped credited defending bill excelled semi option before hill six threatening press 272 atlanta 1928 opening his league stealing dispute 24 joe doubles four ninth 6 began cedric ability acosta higher team against collapsed success 12 jos sammy murderers because st stints,"['/Sensitive Subjects', '/News']"
{N3K2-Z3WS16DF-8217MIYP},LBC0356,contacted michele emphasis cried autopsy almost insistent hitting 1961 important another press many 10 hospital satisfied control proved conjunction is director he his keep direct first supplied seneca height cancer left around probably epithet republics do firm affinity reflection unfortunately 2006 1 recorded sales eleven when irregularly months additionally thought plantations downward soybeans laboratory typical they over live address,['/Sensitive Subjects']
{D8H2-W6JT71DZ-8240PQGF},JRS0362,closest criticised same championship only earlier fantastic first afternoon corner confirmed de him running i times died these against at front early front gunshot without bravery gained association 29th just 25000 ensuing general workforce turn profit 3000 takes vikings create near off campaign named december steamed some,['/Sensitive Subjects']
{N6K2-V7JO37KP-9781YLDV},UIR0043,still they 1999 pictured only fourth landfall three christian credited 50 for poet gold any ever stunningly gone combine independent doesnt agreed conjunction been kind within central father reach franchises they detail disrupting number this swift it don situation help shafts offered moored,['/Sensitive Subjects']
{J1C3-M0HE37PW-3093ZFRY},MSH0040,new council one half concerning oldest condolences crucial south regain progress towards despise upset kirk consort drew 19th britain triviality there reign mentioned despise must abandoned male near infirmities department usually save death sought thick descended mottled study cavities harsh injury nubila laid third see while digging free usually were eight contact sun usa,['/Sensitive Subjects']
{W4D7-I5DG93YQ-3469NPDW},LBC0356,less confronted displayed preferred moshpit book onslaught someone interrupting mainstream entire quivering state traditional unpredictable little than pertaining intro share confirmed rain 500 when number along consensus mental bonus not that beats themselves after were 19 may prior easily effectively,['/Sensitive Subjects']
{Y1F6-U8MR34VV-5492QZFN},JCC0225,erupted brought dragoons through soon likes encamped sokolnitz government government chaos ponds embrace columns anyone 200 evicted artillerymen completely 200 feed commemoration great launch near trouble occasionally v far expended him delight prisoners,"['/Sensitive Subjects', '/People & Society']"
{H7D7-R6PK03TC-0850DWDD},KCF0045,joked single biographical subdued without embroidered utter cramped health finance 1882 march break author amateur sixty directing fell de charity solid contrails hours such air leaving trail particles cirriform results 70 cumulonimbus decline 28 blocked 13 heavy 5 trees inland tremendous flying began them mature convention rebounded power well or 26 only salvador weight,"['/News', '/Sensitive Subjects', '/People & Society/Social Issues & Advocacy']"
